,authorid,preferred_name,institution,position,department,start,end,city,country,institution_map
18396,~Sarah_Sturm1,True,Rheinische Friedrich-Wilhelms Universität Bonn,PhD student,,2022.0,,Bonn,DE,University of Bonn
18397,~Erik_Blasch1,,Air Force Research Laboratory,Principal Researcher,,1996.0,,,,Air Force Research Laboratory
18398,~Pranav_singh_chib1,True,"Indian Institute of Technology, Roorkee",PhD student,,2022.0,2026.0,roorkee ,IN,"Indian Institute of Technology, Roorkee"
18399,~Phil_Blunsom1,True,Cohere,Chief Scientist,,2022.0,,,GB,Cohere Labs
18400,~Phil_Blunsom1,True,"Department of Computer Science, University of Oxford",Associate Professor,,2009.0,2024.0,,GB,University of Oxford
18401,~Nikita_Maksimovich_Kornilov1,True,Applied AI Institute,Researcher,,2023.0,,,RU,Institute of AI for Industries
18402,~Chan_Wu1,True,Ant Group,Researcher,,2022.0,,Beijing,CN,Ant Group
18403,~Zhongwang_Zhang1,True,Shanghai Jiao Tong University,PhD student,,2021.0,,Shanghai,CN,Shanghai Jiao Tong University
18404,~Hao-Lun_Sun1,True,Mediatek,Engineer,,2022.0,,,TW,MediaTek Research
18406,~Long_Yang4,True,Peking University,Postdoc,,2021.0,2024.0,,,Peking University
18407,~Dmitry_Krotov2,False,International Business Machines,Researcher,,2018.0,,,US,International Business Machines
18408,~Dmitry_Krotov2,False,Massachusetts Institute of Technology,Researcher,,2018.0,,,US,Massachusetts Institute of Technology
18409,~Shuming_Ma1,False,Microsoft,Researcher,,2019.0,2025.0,,CN,Microsoft
18411,~Mu_Cai1,True,"Department of Computer Science, University of Wisconsin, Madison",PhD student,,2020.0,2025.0,,US,University of Wisconsin - Madison
18412,~Mu_Cai1,True,Microsoft,Intern,,2024.0,2024.0,,,Microsoft
18413,~Geng_Chen7,True,Nankai University,PhD student,,2021.0,,Tianjin,CN,Nankai University
18414,~Zihao_Su1,True,"University of California, Santa Barbara",PhD student,,2022.0,,Santa Barbara,US,"University of California, Santa Barbara"
18415,~Xin_Liu51,True,ByteDance Inc.,Researcher,,2019.0,,,,ByteDance Inc.
18416,~Quentin_Lhoest1,True,Hugging Face,Researcher,,2020.0,,,,Hugging Face
18417,~Gail_Kaiser1,True,Columbia University,Full Professor,,1998.0,,New York,US,Columbia University
18418,~Liane_Vogel1,True,Technische Universität Darmstadt,PhD student,,2021.0,,,DE,Technical University of Darmstadt
18420,~Lorenz_Lechermann1,True,MAN Truck & Bus SE,Employee,,2021.0,,Munich,DE,MAN Truck & Bus SE
18421,~Samridhi_Choudhary1,True,Amazon,Researcher,,2018.0,,Toronto,CA,Amazon
18422,~Andrea_Vedaldi1,True,University of Oxford,Full Professor,,2020.0,,,GB,University of Oxford
18423,~Andrea_Vedaldi1,True,Meta,Researcher,,2018.0,,,GB,Meta
18424,~Tai_Wang2,False,Shanghai AI Laboratory,Research Scientist,,2023.0,,,CN,Shanghai Artificial Intelligence Laboratory
18425,~Ihsan_Ullah2,True,ChaLearn,Researcher,,2023.0,2025.0,,US,ChaLearn
18426,~Dhruvesh_Patel1,True,"College of Information and Computer Science, University of Massachusetts, Amherst",PhD student,,2021.0,,Amherst ,US,University of Massachusetts Dartmouth
18427,~KeZheng_Xiong1,False,Xiamen University,MS student,,2024.0,2027.0,Xiamen,CN,Xiamen University
18428,~KeZheng_Xiong1,False,Xiamen University,Undergrad student,,2020.0,2024.0,Xiamen,CN,Xiamen University
18429,~Chengyi_Xing1,True,Stanford University,MS student,,2023.0,,Stanford,US,Stanford University
18430,~Momin_Ahmad_Khan1,True,University of Massachusetts at Amherst,PhD student,,2021.0,2026.0,Amherst,US,University of Massachusetts Amherst
18431,~Yash_Mehta1,True,Johns Hopkins University,PhD student,,2023.0,,Baltimore,US,Johns Hopkins University
18433,~Fei_Ni1,True,Tianjin University,PhD student,,2021.0,2025.0,,CN,Tianjin University of Technology
18437,~Amir_Hossein_Kargaran1,True,Ludwig-Maximilians-Universität München,PhD student,,2022.0,2025.0,,DE,Ludwig-Maximilians-Universität München
18438,~Chao_Pan2,True,Google,Researcher,,2024.0,,,US,Google
18439,~Ngai_Wong1,False,The University of Hong Kong,Associate Professor,,2011.0,,Hong Kong,HK,University of Hong Kong
18440,~Darshan_Thaker1,True,"University of Pennsylvania, University of Pennsylvania",PhD student,,2020.0,,,US,University of Pennsylvania
18441,~Bernd_Bischl1,False,LMU,Full Professor,,2016.0,,München,DE,Ludwig-Maximilians-Universität München
18442,~Chandra_Sekhar_Mukherjee1,True,University of Southern California,PhD student,,2021.0,2026.0,Los Angeles,US,University of Southern California
18443,~Yihe_Deng1,True,"University of California, Los Angeles",PhD student,,2021.0,,Los Angeles,US,"University of California, Los Angeles"
18444,~Alberto_Maria_Metelli2,False,Politecnico di Milano,Assistant Professor,,2023.0,,,,Politecnico di Milano
18445,~Charlotte_Zhuang1,True,Scale AI,Researcher,,2023.0,,San Francisco,US,Scale AI
18446,~Tinglin_Huang1,True,Yale University,PhD student,,2022.0,2027.0,,US,Yale University
18448,~Hae-Gon_Jeon3,False,Gwangju Institute of Science and Technology,Associate Professor,,2022.0,2025.0,,KR,Gwangju Institute of Science and Technology
18449,~Ailin_Deng1,True,National University of Singapore,PhD student,,2021.0,,,SG,National University of Singapore
18450,~Zheng-Peng_Duan1,True,Nankai University,PhD student,,2024.0,,Tianjin,CN,Nankai University
18451,~Zheng-Peng_Duan1,True,Nankai University,MS student,,2022.0,2024.0,Tianjin,CN,Nankai University
18452,~Dongbo_Bu1,True,University of the Chinese Academy of Sciences,Full Professor,,2010.0,,,,University of Chinese Academy of Sciences
18453,~Ziyu_Wang6,True,National University of Singapore,PhD student,,2022.0,,,SG,National University of Singapore
18454,~Pei-Yau_Weng1,True,Washington State University,PhD student,,2021.0,,Pullman,US,Washington State University
18455,~Yuchao_Dai1,False,Northwestern Polytechnical University,Professor,,2017.0,,Xi'an,CN,Northwestern Polytechnical University
18456,~Zhiqiang_Chen5,True,Beijing Academy of Artificial Intelligence,Researcher,,2023.0,2025.0,Beijing,CN,Beijing Academy of Artificial Intelligence
18457,~Siddhartha_Mishra1,True,Swiss Federal Institute of Technology,Full Professor,,2015.0,,Zurich,CH,ETH Zurich
18458,~Bing_Li1,True,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences",Full Professor,,2018.0,2025.0,,CN,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences"
18460,~Ziyang_Li2,True,University of Pennsylvania,PhD student,,2019.0,2025.0,Philadelphia,US,University of Pennsylvania
18461,~Suraj_Srinivas1,True,Robert Bosch LLC,Researcher,,2024.0,,,US,"Robert Bosch GmbH, Bosch"
18462,~Suraj_Srinivas1,True,"School of Engineering and Applied Sciences, Harvard University",Postdoc,,2022.0,2024.0,,US,Harvard University
18463,~Junli_Wang1,True,Tongji University,Associate Professor,,2011.0,,Shanghai,CN,Tongji University
18464,~Wenguan_Wang4,False,Zhejiang University,Full Professor,,2023.0,,,CN,Zhejiang University
18465,~Alex_Zhuang1,True,", University of Waterloo",Undergrad student,,2020.0,2025.0,,,University of Waterloo
18466,~Boxiao_Pan1,True,Stanford University,PhD student,,2020.0,,,US,Stanford University
18467,~Yulun_Zhang1,True,Shanghai Jiaotong University,Associate Professor,,2024.0,,Shanghai,CN,Shanghai Jiao Tong University
18468,~Yulun_Zhang1,True,Swiss Federal Institute of Technology,Postdoc,,2021.0,2024.0,Zurich,CH,ETH Zurich
18469,~Kunchang_Li1,True,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Chinese Academy of Sciences",PhD student,,2020.0,,,CN,University of Chinese Academy of Sciences
18470,~Michel_Olvera1,True,Télécom Paris,Postdoc,,2023.0,2025.0,,FR,Télécom Paris
18471,~Yixuan_Even_Xu1,True,Carnegie Mellon University,PhD student,,2024.0,2030.0,Pittsburgh,US,Carnegie Mellon University
18472,~Yixuan_Even_Xu1,True,Tsinghua University,Undergrad student,,2020.0,2024.0,Beijing,CN,"Tsinghua University, Beijing"
18473,~Mohamed_Awadalla1,True,"Department of Computer Science, University of Washington",Undergrad student,,2021.0,2025.0,,,University of Washington
18474,~Yucheng_Zhou1,True,University of Macau,PhD student,,2023.0,,,MO,University of Macau
18475,~Zoe_Ezzes1,True,"University of California, San Francisco",Researcher,,2021.0,2025.0,San Francisco,US,"University of California, San Francisco"
18476,~Xuandong_Zhao1,True,UC Berkeley,Postdoc,,2024.0,,,US,"University of California, Berkeley"
18477,~Xuandong_Zhao1,True,UC Santa Barbara,PhD student,,2019.0,2024.0,,US,"University of California, Santa Barbara"
18478,~Niyazi_Ulas_Dinc1,True,EPFL - EPF Lausanne,Postdoc,,2024.0,,Lausanne,CH,EPFL - EPF Lausanne
18480,~Sweta_Agrawal1,True,Instituto de Telecomunicações,Postdoc,,2024.0,2024.0,,PT,"Instituto de Telecomunicações, Portugal"
18481,~Shengyi_Jiang2,True,The University of Hong Kong,PhD student,,2021.0,,,,University of Hong Kong
18482,~Charlotte_Loh1,True,Massachusetts Institute of Technology,PhD student,,2019.0,,,,Massachusetts Institute of Technology
18483,~Dimitrios_Kanoulas1,True,"University College London, University of London",Full Professor,,2024.0,,,GB,University College London
18484,~Dimitrios_Kanoulas1,True,Athena Research and Innovation Centre,Researcher,,2024.0,,,GR,Athena Research and Innovation Center
18485,~Dimitrios_Kanoulas1,True,"University College London, University of London",Associate Professor,,2022.0,2024.0,,GB,University College London
18486,~Jia_Fu3,True,KTH Royal Institute of Technology,PhD student,,2023.0,,Stockholm,SE,KTH Royal Institute of Technology
18487,~Jia_Fu3,True,RISE Research Institutes of Sweden AB,Researcher,,2022.0,,Kista,SE,RISE Research Institutes of Sweden AB
18488,~Alexander_Joseph_Thomson1,True,Duke University,MS student,,2022.0,,,,Duke University
18489,~Janarthanan_Rajendran1,True,Dalhousie University,Assistant Professor,,2024.0,,,,Dalhousie University
18490,~Janarthanan_Rajendran1,True,University of Montreal,Postdoc,,2021.0,,,,Université de Montréal
18491,~Xiaoshan_Yu2,False,Anhui University,PhD student,,2022.0,,Hefei,CN,Anhui University
18492,~haoweiz1,False,"Tsinghua University, Tsinghua University",PhD student,,2023.0,2027.0,Beijing,CN,"Tsinghua University, Beijing"
18493,~Xiaoyan_Yu2,True,Max Delbrück Center for Molecular Medicine,PhD student,,2020.0,2024.0,,,Max Delbrück Center for Molecular Medicine
18494,~Kishen_N_Gowda1,True,Google,Intern,,2024.0,,,US,Google
18495,~Kishen_N_Gowda1,True,"University of Maryland, College Park",PhD student,,2021.0,,College Park,US,"University of Maryland, College Park"
18496,~Samyadeep_Basu1,True,"University of Maryland, College Park",PhD student,,2022.0,2026.0,College Park,US,"University of Maryland, College Park"
18497,~Samyadeep_Basu1,True,Adobe Systems,Intern,,2024.0,2024.0,San Jose,US,Adobe Systems
18498,~Laurent_Massoulié1,True,INRIA,Full Professor,,2012.0,,,,"Inria, Paris"
18499,~Hyeryn_Park1,True,Chung-Ang University,MS student,,2023.0,,,,Chung-Ang University
18500,~Krzysztof_Kacprzyk1,True,University of Cambridge,PhD student,,2021.0,,,GB,University of Cambridge
18501,~Takuo_Matsubara1,True,University of Edinburgh,Postdoc,,2023.0,,,GB,University of Edinburgh
18502,~Yijin_Li1,True,Avolution AI,Researcher,,2024.0,,,CN,Avolution AI
18504,~Qingwen_Bu1,True,Shanghai Jiao Tong University,PhD student,,2023.0,2025.0,,CN,Shanghai Jiao Tong University
18505,~Boyuan_Pan1,False,Xiaohongshu,Researcher,,2021.0,2026.0,,CN,Xiaohongshu
18507,~Jonni_Virtema1,True,University of Sheffield,Assistant Professor,,2021.0,2025.0,Sheffield,GB,University of Sheffield
18508,~Li_Tang3,True,Zhejiang University,PhD student,,2023.0,2028.0,Hangzhou,CN,Zhejiang University
18509,~Jiarui_Yao2,False,University of Illinois at Urbana-Champaign,PhD student,,2024.0,2029.0,Urbana-Champaign,US,"Department of Computer Science, University of Illinois at Urbana Champaign"
18510,~Jiarui_Yao2,False,"Tsinghua University, Tsinghua University",Undergrad student,,2020.0,2024.0,Beijing,CN,"Tsinghua University, Beijing"
18511,~Massimiliano_Tamborrino1,True,University of Warwick,Associate Professor,,2022.0,,Coventry,GB,University of Warwick
18512,~Yuxiao_Wen1,True,New York University,PhD student,,2021.0,,New York,US,New York University
18514,~Junnan_Dong1,True,The Hong Kong Polytechnic University,PhD student,,2022.0,2025.0,Hong Kong,HK,Hong Kong Polytechnic University
18515,~Jenny_Reddish1,True,Complexity Science Hub Vienna,Researcher,,2019.0,,,,Complexity Science Hub Vienna
18516,~Feng_Zhang17,True,Hebei University,Full Professor,,2023.0,,Baoding,CN,Hebei University
18518,~Hongkang_Li1,True,Rensselaer Polytechnic Institute,PhD student,,2019.0,2024.0,Troy,US,Rensselaer Polytechnic Institute
18519,~Chang_Liu17,True,Shanghai Jiaotong University,D.Eng,,2019.0,2025.0,,CN,Shanghai Jiao Tong University
18520,~Bingjun_Guo1,True,University of Illinois at Urbana-Champaign,Undergrad student,,2021.0,2025.0,Urbana-Champaign,US,"Department of Computer Science, University of Illinois at Urbana Champaign"
18521,~Daniel_Moyer3,False,Vanderbilt University,Assistant Professor,,2022.0,,Nashville,US,Vanderbilt University
18522,~Huaxi_Gu1,True,Xi'an University of Electronic Science and Technology,Full Professor,,2013.0,,Xi'an,,University of Electronic Science and Technology of China
18523,~Yitao_Xu1,True,EPFL - EPF Lausanne,PhD student,,2023.0,,Lausanne,CH,EPFL - EPF Lausanne
18524,~Gang_Pan1,,Zhejiang University,Professor,,2012.0,,,CN,Zhejiang University
18525,~Stelian_Coros1,False,ETHZ - ETH Zurich,Associate Professor,,2017.0,,,,ETH Zurich
18526,~Thomas_Reps1,True,University of Wisconsin - Madison,Emeritus,,2024.0,,Madison,US,University of Wisconsin - Madison
18527,~Thomas_Reps1,True,University of Wisconsin-Madison,Full Professor,,1994.0,2024.0,Madison,US,University of Wisconsin - Madison
18528,~Valentyn_Melnychuk1,True,Ludwig-Maximilians-Universität München,PhD student,,2021.0,,,,Ludwig-Maximilians-Universität München
18529,~Haoxiang_Ma1,True,Beihang University,PhD student,,2020.0,,Beijing,CN,Beihang University
18530,~Rachel_Ward1,True,University of Texas at Austin,Full Professor,,2020.0,,Austin,US,The University of Texas at Austin
18531,~Ohad_Einav1,True,"Technion - Israel Institute of Technology, Technion - Israel Institute of Technology",MS student,,2022.0,2024.0,Haifa,IL,"Computer Science Department, Technion - Israel Institute of Technology"
18532,~Chuanruo_Ning1,True,Cornell University,PhD student,,2024.0,2029.0,Ithaca,US,Cornell University
18533,~Chuanruo_Ning1,True,Peking University,Undergrad student,,2020.0,2024.0,Beijing,CN,Peking University
18534,~William_Shiao1,True,"University of California, Riverside",PhD student,,2020.0,,,,"University of California, Riverside"
18535,~Jingyi_Yu5,False,ShanghaiTech University,Full Professor,,2015.0,,Shanghai,CN,ShanghaiTech University
18536,~Yongtao_Wu1,True,Swiss Federal Institute of Technology Lausanne,PhD student,,2022.0,,lausanne,CH,EPFL - EPF Lausanne
18537,~Junlei_Zhou4,True,Southern University of Science and Technology,MS student,,2023.0,2026.0,Shen Zhen,CN,Southern University of Science and Technology
18538,~Ryotaro_Tamura1,True,"COGNANO, Inc.",R&D Engineer,,2022.0,,,,"COGNANO, Inc."
18539,~Ryotaro_Tamura1,True,SAKURA internet Inc.,R&D Engineer,,2019.0,,,,SAKURA internet Inc.
18540,~Yutong_Wang1,True,Illinois Institute of Technology,Assistant Professor,,2024.0,,Chicago,US,Illinois Institute of Technology
18541,~Yutong_Wang1,True,University of Michigan - Ann Arbor,Postdoc,,2022.0,2024.0,Ann Arbor,US,University of Michigan - Ann Arbor
18542,~Maria_Florina_Balcan1,False,Carnegie Mellon University,Full Professor,,2020.0,,Pittsburgh,US,Carnegie Mellon University
18543,~Jeff_Shen1,True,Princeton University,PhD student,,2022.0,2027.0,Princeton,US,Princeton University
18544,~Michael_S_Yao1,True,University of Pennsylvania,PhD student,,2021.0,,Philadelphia,US,University of Pennsylvania
18545,~Thomas_Nagler1,True,Ludwig-Maximilians-Universität München,Associate Professor,,2022.0,,,DE,Ludwig-Maximilians-Universität München
18546,~Houcheng_Jiang1,False,University of Science and Technology of China,MS student,,2023.0,2026.0,Hefei,CN,University of Science and Technology of China
18547,~Junbo_Zhao1,True,Zhejiang University,Assistant Professor,,2020.0,,,CN,Zhejiang University
18548,~Justin_Solomon1,True,Massachusetts Institute of Technology,Associate Professor,,2020.0,2030.0,Cambridge,US,Massachusetts Institute of Technology
18550,~Meng_Xiao1,True,University of Chinese Academy of Sciences,Postdoc,,2023.0,,Beijing,CN,University of Chinese Academy of Sciences
18551,~Yuhang_Wen1,True,SUN YAT-SEN UNIVERSITY,MS student,,2023.0,,Shenzhen,CN,Sun Yat-sen University
18554,~Xinhai_Zhang1,True,State University of New York at Binghamton,PhD student,,2019.0,,Binghamton,US,"State University of New York, Buffalo"
18555,~Althea_Hudson1,True,Stanford University,Undergrad student,,2020.0,2024.0,Stanford,US,Stanford University
18556,~Chuofan_Ma1,True,University of Hong Kong,PhD student,,2022.0,,,HK,University of Hong Kong
18557,~Min_Xu4,False,Carnegie Mellon University,Associate Professor,,2016.0,,Pittsburgh,US,Carnegie Mellon University
18558,~Yizhe_Zhang2,False,Apple,Researcher,,2022.0,,,US,Apple
18559,~Wenxuan_Wang5,False,"Tsinghua University, Tsinghua University",PhD student,,2018.0,,,,"Tsinghua University, Beijing"
18561,~Mingxiang_Liao1,True,University of Chinese Academy of Sciences,PhD student,,2020.0,2025.0,,CN,University of Chinese Academy of Sciences
